Package,Name,Version,Architecture
com.carck.cracktool3.cn,CrackTool3 简体中文�,3.0~up,iphoneos-arm
com.carck.flame.cn,Flame 简体中文�,1.3,iphoneos-arm
com.carck.hidestatusbaritems.cn,Hide Statusbar Items 简体中文�,0.3.6,iphoneos-arm
com.carck.illlooklater.cn,IllLookLater(iOS11) 简体中文�,2.0-2,iphoneos-arm
com.carck.iosblocks.cn,iOS Blocks 简体中文�,0.2.5-1-7+debug,iphoneos-arm
com.carck.jitter.cn,Jitter 简体中文�,1.0-17+debug,iphoneos-arm
com.carck.killbackground10.cn,KillBackground10 简体中文�,1.1.2,iphoneos-arm
com.carck.killbackground11.cn,KillBackground11 简体中文�,0.0.1-2-beta,iphoneos-arm
com.carck.modernxi.cn,ModernXI 简体中文�,0.1.2,iphoneos-arm
com.carck.nosubstitute.cn,NoSubstitute (Electra) 简体中文�,1.0-1,iphoneos-arm
com.carck.nox.cn,Nox 简体中文�,1.1,iphoneos-arm
com.carck.passby.cn,PassBy 简体中文�,1.8.3,iphoneos-arm
com.carck.powertap2.cn,Power Tap 2 简体中文�,1.0.1,iphoneos-arm
com.carck.quickswitcherxi.cn,Adagio 简体中文�,1.1.0,iphoneos-arm
com.carck.silentrecorder.cn,SilentRecorder 简体中文�,1.4.0,iphoneos-arm
com.carck.simplepowerdownmenu.cn,Simple Power Down Menu 简体中文�,0.0.1,iphoneos-arm
com.carck.spotifynewuienabler.cn,Spotify New UI Enabler 简体中文�,2.0,iphoneos-arm
com.carck.stackxi.cn,StackXI 简体中文�,0.3.1,iphoneos-arm
com.carck.yaodao.shieldxi.cn,ShieldXI 简体中文�,1.0.1,iphoneos-arm
com.crack.animationbefast.cn,AnimationsBeFast 简体中文�,1.4.7,iphoneos-arm
com.crack.audiorecorder.cn,AudioRecorder 2 简体中文�,1.9-2,iphoneos-arm
com.crack.audiorecorder.old.cn,AudioRecorder 2 简体中文包(1.7-18),1.7-18,iphoneos-arm
com.crack.bottomcontrolx.cn,BottomControlX 简体中文�,1.3.0,iphoneos-arm
com.crack.boxy3.cn,Boxy 3 简体中文�,3.3.3-1+debug,iphoneos-arm
com.crack.callbar.cn,CallBar 简体中文�,1.3-169,iphoneos-arm
com.crack.callbarx,CallBar X Crack,0.3-68k,iphoneos-arm
com.crack.cocoatop64,CocoaTop64,2.2.3,iphoneos-arm
com.crack.colorbanners2.cn,ColorBanners 2 简体中文�,1.2.4,iphoneos-arm
com.crack.conditionalwifi3,WiFi3联网控制,1.0.1,iphoneos-arm
com.crack.customcallbackground.cn,CustomCallBackground 简体中文�,1.0.0,iphoneos-arm
com.crack.cydown.cn,CyDown 中文修复�,7.1.2,iphoneos-arm
com.crack.dimid.cn,Dimid 简体中文�,1.0.0,iphoneos-arm
com.crack.dodtweaks.2x2folder,2x2文件夹预览,0.0.1-4,iphoneos-arm
com.crack.duplexclockxpro.cn,DuplexClockX Pro 简体中文�,1.3-1+debug,iphoneos-arm
com.crack.elite.cn,ColorCodedLogs 简体中文�,1.4,iphoneos-arm
com.crack.exacttime.cn,ExactTime 简体中文�,2.0.1,iphoneos-arm
com.crack.gramplus.cn,Instagram ++ 简体中文�,1.8r-64,iphoneos-arm
com.crack.justinpetkovic.youtubetools.cn,YouTube Tools 简体中文�,1.9,iphoneos-arm
com.crack.kietha.sleepanywhere,SleepAnywhere 双击锁屏,1.0.1-1,iphoneos-arm
com.crack.liberty.cn,Liberty 简体中文�,0.2.12,iphoneos-arm
com.crack.makecydiabuyagain,MakeCydiaBuyAgain,1.0-1+debug,iphoneos-arm
com.crack.mikoto.cn,Mikoto 简体中文�,4.0.2-1,iphoneos-arm
com.crack.morepoweroptions.cn,MorePowerOptions 简体中文�,1.3,iphoneos-arm
com.crack.nine.cn,Nine 简体中文�,0.2.3,iphoneos-arm
com.crack.notchification.cn,Notchification 简体中文�,2.0.1,iphoneos-arm
com.crack.pwn20wnd.semirestore11,SemiRestore11 越狱平刷,1.1.2-1,iphoneos-arm
com.crack.safariplus.cn,Safari Plus 中文修复�,1.7.22,iphoneos-arm
com.crack.safariupro.cn,SafariUnleashed PRO 简体中文�,1.1,iphoneos-arm
com.crack.simplelsios10.cn,SimpleLSiOS 简体中文�,1.5.3,iphoneos-arm
com.crack.slices2.cn,Slices 2 简体中文�,1.0b2,iphoneos-arm
com.crack.smartvolumecontrol2.cn,SmartVolumeControl2 简体中文�,3.1.5.1,iphoneos-arm
com.crack.spinxi,SpinXI 简体中文�,1.1-2,iphoneos-arm
com.crack.springplus11.cn,SpringPlus11 简体中文�,1.2,iphoneos-arm
com.crack.springplus.cn,SpringPlus 简体中文�,1.3,iphoneos-arm
com.crack.testflight.cn,TestFlight 简体中文�,2.1.5,iphoneos-arm
com.crack.umangis.libertas,Libertas 越狱屏蔽,1.0.0,iphoneos-arm
com.crack.undertime.cn,UnderTime 简体中文�,1.6-21+debug,iphoneos-arm
com.crack.uni9k.utoolspro.cn,UToolsPro 简体中文�,2.0.2-1,iphoneos-arm
com.crack.unlimapps.uaupdatetools,App Admin 降级,1.0r-102,iphoneos-arm
com.crack.vsz.redeb,Redeb 提取本地插件,1.0.3,iphoneos-arm
com.crack.weatherlock.cn,WeatherLock 简体中文�,0.1.13,iphoneos-arm
com.crack.workflow.cn,Workflow 简体中文�,1.7.8-2,iphoneos-arm
com.crack.yaodao.aquaboardx.cn,AquaBoard X 简体中文�,0.1-2-1,iphoneos-arm
com.crack.yaodao.badgecolors.cn,BadgeColors 简体中文�,1.0,iphoneos-arm
com.crack.yaodao.cclinker.cn,CCLinker 简体中文�,1.2,iphoneos-arm
com.crack.yaodao.icon,嗨客源图标,1.5.1,iphoneos-arm
com.crack.yaodao.smartlpm.cn,SmartLPM 简体中文�,1.3.0-1,iphoneos-arm
com.crak.callbarx.cn,CallBar X 简体中文�,0.3-68,iphoneos-arm
com.crak.stylish11.cn,Stylish11 简体中文�,1.0.6-1,iphoneos-arm
com.dao.3dappversionspoofer,3DSpoofer(RootHide),2.0.4,iphoneos-arm64e
com.dao.3dbadgeclear,3DBadgeClear(RootHide),1.6.9,iphoneos-arm64e
com.dao.actk.cn,ACTikTok 简体中文包(RootHide),2.1,iphoneos-arm64e
com.dao.afc2,AFC2(rootless),1.1.7-1,iphoneos-arm64
com.dao.akara,Akara(rootless),2.0.0,iphoneos-arm64
com.dao.appaze3.cn,Appaze 3 简体中文包(rootless),1.0,iphoneos-arm64
com.dao.appdata,AppData(rootless),1.4.6,iphoneos-arm64
com.dao.appinst,appinst(rootless),2.1,iphoneos-arm64
com.dao.appprotect,AppProtect 隐私保护(RootHide),2.4.0,iphoneos-arm64e
com.dao.appstoretroller,AppStoreTroller(RootHide),0.1.2,iphoneos-arm64e
com.dao.appsyncunified,AppSync Unified(rootless),116.0,iphoneos-arm64
com.dao.apptools15,AppTools15-17(RootHide),2.6.8,iphoneos-arm64e
com.dao.apptools.lite,AppTools Lite(RootHide),1.0.1,iphoneos-arm64e
com.dao.april,April 中文版(RootHide),3.1,iphoneos-arm64e
com.dao.autoscroll,AutoScroll 自动滚动(rootless),1.0.0,iphoneos-arm64
com.dao.axon,Axon 中文版(RootHide),2.2,iphoneos-arm64e
com.dao.azule,Azule(RootHide),0.8.3,iphoneos-arm64e
com.dao.batteryhealth,BatteryHealth(RootHide),1.0.1,iphoneos-arm64e
com.dao.betteralarm,BetterAlarm中文版(RootHide),1.5,iphoneos-arm64e
com.dao.bhinsta,BHInsta 中文版(RootHide),1.2,iphoneos-arm64e
com.dao.bhtiktok++,BHTikTok++中文版(RootHide),1.7.1,iphoneos-arm64e
com.dao.bhtiktokmod,BHTikTok Plus(rootless),2.3,iphoneos-arm64
com.dao.bhtkplus,BHTikTok++ 原版(rootless),1.9.3,iphoneos-arm64
com.dao.bhtwitter,BHTwitter 中文版(RootHide),4.4-5,iphoneos-arm64e
com.dao.bigshotsnapper3plugin,BigShot 长截图(rootless),1.1,iphoneos-arm64
com.dao.blurrybadges,BlurryBadges 中文版(RootHide),1.5.3,iphoneos-arm64e
com.dao.carbridge13,CarBridge(RootHide),2.0.14,iphoneos-arm64e
com.dao.catvnc,CatVNC(rootless),1.2.0-1,iphoneos-arm64
com.dao.ccborder,CCBorder16(RootHide),1.2,iphoneos-arm64e
com.dao.cchide,CCLess++(Bootstrap),2.1,iphoneos-arm64e
com.dao.ccless,CCLess++(RootHide),2.1.0.1,iphoneos-arm64e
com.dao.choicy,Choicy(RootHide),1.5.3-4,iphoneos-arm64e
com.dao.choicy.cn,Choicy 自用中文包(rootless),1.5,iphoneos-arm64
com.dao.classicfolders3,ClassicFolders 3(RootHide),3.1,iphoneos-arm64e
com.dao.classickeyboardxs,ClassicKeyboardXS(RootHide),1.1-9,iphoneos-arm64e
com.dao.coolcc,CoolCC Reborn(RootHide),2.1,iphoneos-arm64e
com.dao.copylogfix16,CopyLogFix16(rootless),1.0.1,iphoneos-arm64
com.dao.ct5,CrackTool5(rootless),5.1,iphoneos-arm64
com.daodao.goodwifi,GoodWiFi 中文版(RootHide),1.6,iphoneos-arm64e
com.daodao.nocshare,NoCShare(RootHide),1.1.3,iphoneos-arm64e
com.daodao.snapper2,Snapper 2(rootless),2.7.0,iphoneos-arm64
com.daodao.snapper3,Snapper 3(rootless),1.0k,iphoneos-arm64
com.daodao.wicellswitcher,WiCellSwitcher(rootless),1.2,iphoneos-arm64
com.dao.designer,Designer(rootless),1.4.5,iphoneos-arm64
com.dao.dockx,DockX(RooHide),2.6.2,iphoneos-arm64e
com.dao.donut,Donut(RootHide),1.0,iphoneos-arm64e
com.dao.dumpdecrypter,DumpDecrypter(rootless),1.5-1,iphoneos-arm64
com.dao.filzacrack,Filza Crack(RootHide),1.1-9,iphoneos-arm64e
com.dao.flexlist,FLEXList(rootless),1.4-2,iphoneos-arm64
com.dao.fuckthermal,去你X的温控iOS15(rootless),1.2-38,iphoneos-arm64
com.dao.griddy,Griddy 随意摆(RootHide),1.0.5,iphoneos-arm64e
com.dao.hammerit,HammerIt(RootHide),1.7.1,iphoneos-arm64e
com.dao.hidenumber.cn,HideSerialNumber 简体中文包(RootHide),0.0.4,iphoneos-arm64e
com.dao.hideserialnumber,HideSerialNumber(rootless),0.0.4,iphoneos-arm64
com.dao.icleanerpro,iCleaner Pro(rootless),7.10.0,iphoneos-arm64
com.dao.immortalizer,Immortalizer(RootHide),2.0.1,iphoneos-arm64e
com.dao.infuseplus,Infuse Plus(RootHide),2.5,iphoneos-arm64e
com.dao.injectipa,InjectIPA(RootHide),1.5-7,iphoneos-arm64e
com.dao.iridium,Iridium 中文版,1.2.15-REL-1713319636,iphoneos-arm
com.dao.jade,Jade(rootless),1.0.3,iphoneos-arm64
com.dao.kanoads,清爽酷安(rootless),0.1,iphoneos-arm64
com.dao.kayoko,Kayoko(RootHide),3.0,iphoneos-arm64e
com.dao.lockbuttonx,LockButtonX(RootHide),0.0.1,iphoneos-arm64e
com.dao.lockdown,lockdown(RootHide),2.0,iphoneos-arm64e
com.dao.looky,Looky(rootless),1.0.5,iphoneos-arm64
com.dao.looky.cn,Looky 简体中文包(rootless),1.0.5,iphoneos-arm64
com.dao.lpmnotification,LPMNotification(rootless),1.0.0,iphoneos-arm64
com.dao.lynxtwo,Lynx 2(rootless),2.5,iphoneos-arm64
com.dao.mk.cn,Misaki 中文补充包(rootless),2.1.3,iphoneos-arm64
com.dao.mypomonella.cn,Mypomonella 简体中文�,1.1.2,iphoneos-arm
com.dao.neofreebird.bht,NFB-BHTwitter 中文版(RootHide),5.3-1,iphoneos-arm64e
com.dao.ngc,通知组计数(RootHide),1.0.6,iphoneos-arm64e
com.dao.noappthinning,NoAppThinning(rootless),1.4,iphoneos-arm64
com.dao.noline,PurifyLine(RootHide),1.0.1,iphoneos-arm64e
com.dao.ocd,OCD Lite(rootless),4.0-3,iphoneos-arm64
com.dao.ocd5,OCD5(rootless),5.4.1.1,iphoneos-arm64
com.dao.ocd5lite,OCD5 Lite(RootHide),5.4.1.2,iphoneos-arm64e
com.dao.ocd.cn,OCD 简体中文包(RootHide),5.0,iphoneos-arm64e
com.dao.onesettings,OneSettings(rootless),2.0.3,iphoneos-arm64
com.dao.pf2.cn,PrimalFolder2 简体中文包(RootHide),0.1.2,iphoneos-arm64e
com.dao.photosplus,PhotosPlus(RootHide),0.0.1,iphoneos-arm64e
com.dao.plamyuipro,PlampyUIPro(rootless),1.0,iphoneos-arm64
com.dao.pogr,PodsGrant(RootHide),0.5.3,iphoneos-arm64e
com.dao.pokeboxreborn.cn,Pokébox Reborn 简体中文包(rootless),2.0.2,iphoneos-arm64
com.dao.popbuttons.cn,PopOutButtons 简体中文包(rootless),1.0,iphoneos-arm64
com.dao.powercuff,Powercuff(RootHide),1.1,iphoneos-arm64e
com.dao.powersettings,PowerSettings 简体中文版(rootless),0.0.1,iphoneos-arm64
com.dao.primalfolder2,PrimalFolder2(rootless),0.1.2,iphoneos-arm64
com.dao.pulloverpro,PullOver Pro(rootless),2.1.6,iphoneos-arm64
com.dao.replaced,replaced(RootHide),1.0,iphoneos-arm64e
com.dao.retrovol.cn,RetroVol 简体中文包(rootless),1.2.1,iphoneos-arm64
com.dao.reverie,Reverie 中文版(RootHide),1.1,iphoneos-arm64e
com.dao.rocket.cn,Rocket 简体中文包(rootless),1.1.1,iphoneos-arm64
com.dao.rode,Rode(RootHide),1.0,iphoneos-arm64e
com.dao.safarix,SafariX(rootless),1.3.0,iphoneos-arm64
com.dao.safarix.cn,SafariX 简体中文包(RootHide),1.9.9.1,iphoneos-arm64e
com.dao.saily,Saily(RootHide),3.0-roothide-release-1753762792.8c2ea30,iphoneos-arm64e
com.dao.satella,Satella 中文版(rootless),1.9.0-1,iphoneos-arm64
com.dao.satella.cn,Satella 简体中文包(RootHide),1.9.0,iphoneos-arm64e
com.dao.scinsta,SCInsta 中文版(RootHide),0.6.0,iphoneos-arm64e
com.dao.senri.cn,Senri 简体中文包(RootHide),1.1,iphoneos-arm64e
com.dao.settingsrevamp,SettingsRevamp(RootHide),3.0.1,iphoneos-arm64e
com.dao.showmytouches,ShowMyTouches(rootless),1.1.2,iphoneos-arm64
com.dao.showtouch,ShowTouch(rootless),1.0.4-3,iphoneos-arm64
com.dao.sileo.cn,Sileo 中文增补包(RootHide),2.5,iphoneos-arm64e
com.dao.sleeperx.cn,SleeperX 简体中文包(rootless),3.0.0,iphoneos-arm64
com.dao.sneakycam.cn,SneakyCam 简体中文包(rootless),2.0.4,iphoneos-arm64
com.dao.snowboard,SnowBoard(RootHide),1.5.37-Beta4,iphoneos-arm64e
com.dao.snowboard.settingsicons,SnowBoard SetIcons(RootHide),1.0.26~Beta3,iphoneos-arm64e
com.dao.souvenir,Souvenir(rootless),1.25,iphoneos-arm64
com.dao.souvenir.cn,Souvenir 简体中文�,1.25,iphoneos-arm
com.dao.souvenir.cn.tl,Souvenir 简体中文包(rootless),1.25,iphoneos-arm64
com.dao.speedster,Speedster(RootHide),2.2,iphoneos-arm64e
com.dao.speedy,Speedy(RootHide),0.3,iphoneos-arm64e
com.dao.spotify,EeveeSpotify(RootHide),6.2.2,iphoneos-arm64e
com.dao.stella,Stella 中文版(rootless),1.1.5,iphoneos-arm64
com.dao.storeswitchaccounts,StoreSwitchAccounts(rootless),1.1-4,iphoneos-arm64
com.dao.storeswitcher2,StoreSwitcher2(RootHide),1.0.5,iphoneos-arm64e
com.dao.sugarcane,SugarCane 16(RootHide),1.3,iphoneos-arm64e
com.dao.tako,Tako(rootless),3.5.2,iphoneos-arm64
com.dao.tgextra,TGExtraFE(RootHide),1.3-3,iphoneos-arm64e
com.dao.tinge,Tinge(rootless),1.2.2,iphoneos-arm64
com.dao.tinge.cn,Tinge 简体中文包(rootless),1.2.2,iphoneos-arm64
com.dao.translux.cn,TransLux 简体中文包(RootHide),1.1.0,iphoneos-arm64e
com.dao.trollpad.cn,TrollPad 简体中文包(rootless),1.2.3,iphoneos-arm64
com.dao.trollstore.cn,TrollStore 简体中文包(RootHide),2.1,iphoneos-arm64e
com.dao.ttnoads,TalkatoneNoAds(RootHide),0.1,iphoneos-arm64e
com.dao.tvlock,TVLock(RootHide),1.2.3,iphoneos-arm64e
com.dao.tvlock.cn,TVLock 简体中文包(RootHide),1.2.3,iphoneos-arm64e
com.dao.uiscroller,UIScroller 中文版(RootHide),1.0.5,iphoneos-arm64e
com.dao.underdock.cn,UnderDock 简体中文包(RootHide),1.3,iphoneos-arm64e
com.dao.ve,Vē 通知记录(RootHide),2.0.beta1,iphoneos-arm64e
com.dao.velvet2,Velvet 2 中文版(RootHide),2.2,iphoneos-arm64e
com.dao.watched,watched(RootHide),1.2-1,iphoneos-arm64e
com.dao.xina.afc2,AFC2(Xina1越狱专版),1.1.7,iphoneos-arm
com.dao.youtubereborn,YTR 中文版(RootHide),4.2.6-2,iphoneos-arm64e
com.dao.ytlite,YTLite(RootHide),5.2b4,iphoneos-arm64e
com.dao.ytmusicultimate,YTMusicUltimate(RootHide),2.4,iphoneos-arm64e
com.eclipsex.cn,Eclipse X (iOS 11) 简体中文�,5.0.9-1,iphoneos-arm
com.hk.13hud.cn,13HUD 简体中文�,1.0.1,iphoneos-arm
com.hk.3dtools.cn,3DTools 简体中文�,1.0.6,iphoneos-arm
com.hk.abypass.cn,A-Bypass 简体中文�,1.5.7,iphoneos-arm
com.hk.accent.cn,Accent 简体中文�,1.4.0,iphoneos-arm
com.hk.actionbar.cn,ActionBar 简体中文�,1.3.3,iphoneos-arm
com.hk.addsource.cn,addsource 简体中文�,2.3,iphoneos-arm
com.hk.addtofolder.cn,AddToFolder 简体中文�,1.2.1-1,iphoneos-arm
com.hk.afont.cn,A-Font 简体中文�,1.9.6,iphoneos-arm
com.hk.afont.cn.rl,A-Font 简体中文包(rootless),1.9.3,iphoneos-arm64
com.hk.aim.cn,AIM 简体中文�,1.2.5,iphoneos-arm
com.hk.aion.cn,Aion 简体中文�,0.0.18~Beta1,iphoneos-arm
com.hk.airport.cn,AirPort 简体中文�,2.0,iphoneos-arm
com.hk.ajb.cn,AJB 简体中文�,1.0-2,iphoneos-arm
com.hk.akara.cn,Akara 简体中文�,2.0.2,iphoneos-arm
com.hk.akara.cn.rl,Akara 简体中文包(RootHide),2.0.2,iphoneos-arm64e
com.hk.alertani.cn,AlertAni 简体中文�,0.3,iphoneos-arm
com.hk.alpine.cn,Alpine 简体中文�,1.2-1,iphoneos-arm
com.hk.alpine.cn.rl,Alpine 简体中文包(RootHide),1.2,iphoneos-arm64e
com.hk.ampere.cn,Ampere 简体中文�,1.4,iphoneos-arm
com.hk.ampere.cn.rl,Ampere 简体中文包(RootHide),1.4,iphoneos-arm64e
com.hk.animationsbefastplus.cn,AnimationsBeFastPlus 简体中文�,4.5,iphoneos-arm
com.hk.animemybadgespro.cn,AnimeMyBadges Pro 简体中文�,1.0.1-2,iphoneos-arm
